[2022-04-30 16:24:30,778] I {'message': 'Пользователь успешно сохранен', 'id_activity': '2875259', 'active': True, 'result': {'ID': 2875259, 'COMPANY_ID': 107899, 'COMPLETED': 'Y', 'DIRECTION': '2', 'TYPE_ID': '4', 'STATUS': '2', 'OWNER_TYPE_ID': '2', 'OWNER_ID': 213811, 'OWNER_NAME': '213811 Центр дополнительного образования детей» Табунского района Алтайского края', 'CREATED': '2022-04-30T16:24:20Z', 'END_TIME': '2022-04-30T16:24:20Z', 'FILES': 'https://atonlab.bitrix24.ru/bitrix/tools/crm_show_file.php?fileId=4050039&ownerTypeId=6&ownerId=2875259&auth=cd706d620059c52a00249ec6000009af40380353477fe20e7fb834a85e72d8d230fc6d', 'active': True, 'RESPONSIBLE_ID': 3579}}
[2022-04-30 16:24:31,969] I {'message': 'Пользователь успешно сохранен', 'id_activity': '2875259', 'active': True, 'result': {'ID': 2875259, 'COMPANY_ID': 107899, 'COMPLETED': 'Y', 'DIRECTION': '2', 'TYPE_ID': '4', 'STATUS': '2', 'OWNER_TYPE_ID': '2', 'OWNER_ID': 213811, 'OWNER_NAME': '213811 Центр дополнительного образования детей» Табунского района Алтайского края', 'CREATED': '2022-04-30T16:24:20Z', 'END_TIME': '2022-04-30T16:24:20Z', 'FILES': 'https://atonlab.bitrix24.ru/bitrix/tools/crm_show_file.php?fileId=4050039&ownerTypeId=6&ownerId=2875259&auth=cd706d620059c52a00249ec6000009af40380353477fe20e7fb834a85e72d8d230fc6d', 'active': True, 'RESPONSIBLE_ID': 3579}}
[2022-04-30 16:24:33,211] I {'message': 'Пользователь успешно сохранен', 'id_activity': '2875259', 'active': True, 'result': {'ID': 2875259, 'COMPANY_ID': 107899, 'COMPLETED': 'Y', 'DIRECTION': '2', 'TYPE_ID': '4', 'STATUS': '2', 'OWNER_TYPE_ID': '2', 'OWNER_ID': 213811, 'OWNER_NAME': '213811 Центр дополнительного образования детей» Табунского района Алтайского края', 'CREATED': '2022-04-30T16:24:20Z', 'END_TIME': '2022-04-30T16:24:20Z', 'FILES': 'https://atonlab.bitrix24.ru/bitrix/tools/crm_show_file.php?fileId=4050039&ownerTypeId=6&ownerId=2875259&auth=cd706d620059c52a00249ec6000009af40380353477fe20e7fb834a85e72d8d230fc6d', 'active': True, 'RESPONSIBLE_ID': 3579}}
[2022-05-01 02:00:08,061] I {'message': 'Пользователь успешно сохранен', 'id_activity': '2815579', 'active': True, 'result': {'ID': 2815579, 'COMPANY_ID': 23323, 'COMPLETED': 'N', 'DIRECTION': '0', 'TYPE_ID': '3', 'STATUS': '1', 'OWNER_TYPE_ID': '4', 'OWNER_ID': 23323, 'OWNER_NAME': 'МКДОУ Кыштовский д/с "Солнышко"', 'CREATED': '2022-04-08T09:31:45Z', 'END_TIME': '2022-05-02T02:00:00Z', 'FILES': '', 'active': True, 'RESPONSIBLE_ID': 4333}}
[2022-05-01 02:00:09,653] I {'message': 'Пользователь успешно сохранен', 'id_activity': '2803353', 'active': True, 'result': {'ID': 2803353, 'COMPANY_ID': 83657, 'COMPLETED': 'N', 'DIRECTION': '0', 'TYPE_ID': '3', 'STATUS': '1', 'OWNER_TYPE_ID': '4', 'OWNER_ID': 83657, 'OWNER_NAME': 'ООО "Промстроймонтаж"', 'CREATED': '2022-04-05T05:26:41Z', 'END_TIME': '2022-05-02T02:00:00Z', 'FILES': '', 'active': True, 'RESPONSIBLE_ID': 4869}}
[2022-05-01 02:00:11,120] I {'message': 'Пользователь успешно сохранен', 'id_activity': '2793567', 'active': True, 'result': {'ID': 2793567, 'COMPANY_ID': 84277, 'COMPLETED': 'N', 'DIRECTION': '0', 'TYPE_ID': '3', 'STATUS': '1', 'OWNER_TYPE_ID': '4', 'OWNER_ID': 84277, 'OWNER_NAME': 'АО "Рим Торговый Дом"', 'CREATED': '2022-03-31T08:50:13Z', 'END_TIME': '2022-05-02T02:00:00Z', 'FILES': '', 'active': True, 'RESPONSIBLE_ID': 4869}}
[2022-05-01 02:00:12,451] I {'message': 'Пользователь успешно сохранен', 'id_activity': '2800775', 'active': True, 'result': {'ID': 2800775, 'COMPANY_ID': 101613, 'COMPLETED': 'N', 'DIRECTION': '0', 'TYPE_ID': '3', 'STATUS': '1', 'OWNER_TYPE_ID': '4', 'OWNER_ID': 101613, 'OWNER_NAME': 'ООО "Андромед-клиника"', 'CREATED': '2022-04-04T08:53:43Z', 'END_TIME': '2022-05-02T02:00:00Z', 'FILES': '', 'active': True, 'RESPONSIBLE_ID': 4869}}
[2022-05-01 03:00:05,939] I {'message': 'Пользователь успешно сохранен', 'id_activity': '2795839', 'active': True, 'result': {'ID': 2795839, 'COMPANY_ID': 92455, 'COMPLETED': 'N', 'DIRECTION': '0', 'TYPE_ID': '3', 'STATUS': '1', 'OWNER_TYPE_ID': '4', 'OWNER_ID': 92455, 'OWNER_NAME': 'ООО "Титан-Смазочные Материалы"', 'CREATED': '2022-04-01T05:48:49Z', 'END_TIME': '2022-05-02T03:00:00Z', 'FILES': '', 'active': True, 'RESPONSIBLE_ID': 477}}
[2022-05-01 03:00:08,392] I {'message': 'Пользователь успешно сохранен', 'id_activity': '2775895', 'active': True, 'result': {'ID': 2775895, 'COMPANY_ID': 17409, 'COMPLETED': 'N', 'DIRECTION': '0', 'TYPE_ID': '3', 'STATUS': '1', 'OWNER_TYPE_ID': '4', 'OWNER_ID': 17409, 'OWNER_NAME': 'Муниципальное  бюджетное  общеобразовательное  учреждение  «Муромцевский  лицей»  Муромцевского  муниципального  района  Омской  области', 'CREATED': '2022-03-25T06:08:48Z', 'END_TIME': '2022-05-02T03:00:00Z', 'FILES': '', 'active': True, 'RESPONSIBLE_ID': 477}}
[2022-05-01 06:46:11,124] I {'message': 'Пользователь успешно сохранен', 'id_activity': '2758465', 'active': True, 'result': {'ID': 2758465, 'COMPANY_ID': 5761, 'COMPLETED': 'N', 'DIRECTION': '0', 'TYPE_ID': '3', 'STATUS': '1', 'OWNER_TYPE_ID': '2', 'OWNER_ID': 209647, 'OWNER_NAME': '199877 муниципальное казенное дошкольное образовательное учреждение города Новосибирска « Детский сад № 100 общеразвивающего вида» (ОПР) (Копия)', 'CREATED': '2022-03-21T06:46:07Z', 'END_TIME': '2022-05-02T06:46:07Z', 'FILES': '', 'active': True, 'RESPONSIBLE_ID': 124}}
[2022-05-01 06:47:13,655] I {'message': 'Пользователь успешно сохранен', 'id_activity': '2758475', 'active': True, 'result': {'ID': 2758475, 'COMPANY_ID': 102005, 'COMPLETED': 'N', 'DIRECTION': '0', 'TYPE_ID': '3', 'STATUS': '1', 'OWNER_TYPE_ID': '2', 'OWNER_ID': 209619, 'OWNER_NAME': '206451 ООО "ГПМ-СЕРВИС"(ОПР) (Копия)', 'CREATED': '2022-03-21T06:47:12Z', 'END_TIME': '2022-05-02T06:47:11Z', 'FILES': '', 'active': True, 'RESPONSIBLE_ID': 124}}
[2022-05-01 07:45:50,704] I {'message': 'Пользователь успешно сохранен', 'id_activity': '2875263', 'active': True, 'result': {'ID': 2875263, 'COMPANY_ID': 22585, 'COMPLETED': 'N', 'DIRECTION': '1', 'TYPE_ID': '4', 'STATUS': '1', 'OWNER_TYPE_ID': '2', 'OWNER_ID': 192595, 'OWNER_NAME': '192595 ООО «Научно-технический центр «Сибмаш»', 'CREATED': '2022-05-01T07:45:39Z', 'END_TIME': '2022-05-01T15:00:00Z', 'FILES': 'https://atonlab.bitrix24.ru/bitrix/tools/crm_show_file.php?fileId=4050071&ownerTypeId=6&ownerId=2875263&auth=c13a6e620059c52a00249ec6000009af4038032ed3b6d157f742cd742de4e2265b138a', 'active': True, 'RESPONSIBLE_ID': 4079}}
[2022-05-01 07:45:51,835] I {'message': 'Пользователь успешно сохранен', 'id_activity': '2875261', 'active': True, 'result': {'ID': 2875261, 'COMPANY_ID': 22585, 'COMPLETED': 'N', 'DIRECTION': '1', 'TYPE_ID': '4', 'STATUS': '1', 'OWNER_TYPE_ID': '2', 'OWNER_ID': 192595, 'OWNER_NAME': '192595 ООО «Научно-технический центр «Сибмаш»', 'CREATED': '2022-05-01T07:45:31Z', 'END_TIME': '2022-05-01T15:00:00Z', 'FILES': 'https://atonlab.bitrix24.ru/bitrix/tools/crm_show_file.php?fileId=4050055&ownerTypeId=6&ownerId=2875261&auth=c13a6e620059c52a00249ec6000009af4038032ed3b6d157f742cd742de4e2265b138a', 'active': True, 'RESPONSIBLE_ID': 4079}}
[2022-05-01 07:45:52,963] I {'message': 'Пользователь успешно сохранен', 'id_activity': '2875265', 'active': True, 'result': {'ID': 2875265, 'COMPANY_ID': 22585, 'COMPLETED': 'N', 'DIRECTION': '1', 'TYPE_ID': '4', 'STATUS': '1', 'OWNER_TYPE_ID': '2', 'OWNER_ID': 192595, 'OWNER_NAME': '192595 ООО «Научно-технический центр «Сибмаш»', 'CREATED': '2022-05-01T07:45:46Z', 'END_TIME': '2022-05-01T15:00:00Z', 'FILES': 'https://atonlab.bitrix24.ru/bitrix/tools/crm_show_file.php?fileId=4050087&ownerTypeId=6&ownerId=2875265&auth=c13a6e620059c52a00249ec6000009af4038032ed3b6d157f742cd742de4e2265b138a', 'active': True, 'RESPONSIBLE_ID': 4079}}
[2022-05-01 08:24:03,638] I {'message': 'Пользователь успешно сохранен', 'id_activity': '2875259', 'active': True, 'result': {'ID': 2875259, 'COMPANY_ID': 107899, 'COMPLETED': 'Y', 'DIRECTION': '2', 'TYPE_ID': '4', 'STATUS': '2', 'OWNER_TYPE_ID': '2', 'OWNER_ID': 213811, 'OWNER_NAME': '213811 Центр дополнительного образования детей» Табунского района Алтайского края', 'CREATED': '2022-04-30T16:24:20Z', 'END_TIME': '2022-04-30T16:24:20Z', 'FILES': 'https://atonlab.bitrix24.ru/bitrix/tools/crm_show_file.php?fileId=4050039&ownerTypeId=6&ownerId=2875259&auth=b2516e620059c52a00249ec6000009af4038030b20be0bb08de4c0755ca765d37977f2', 'active': True, 'RESPONSIBLE_ID': 3579}}
[2022-05-01 08:24:46,902] I {'message': 'Пользователь успешно сохранен', 'id_activity': '2759409', 'active': True, 'result': {'ID': 2759409, 'COMPANY_ID': 1087, 'COMPLETED': 'N', 'DIRECTION': '0', 'TYPE_ID': '3', 'STATUS': '1', 'OWNER_TYPE_ID': '2', 'OWNER_ID': 209775, 'OWNER_NAME': '209735 Муниципальное автономное дошкольное образовательное учреждение «Детский сад комбинированного вида №8 «Солнышко» (Копия)', 'CREATED': '2022-03-21T08:24:43Z', 'END_TIME': '2022-05-02T08:24:43Z', 'FILES': '', 'active': True, 'RESPONSIBLE_ID': 124}}
[2022-05-01 10:10:04,645] I {'message': 'Активность успешно сохранена', 'id_activity': '2836919', 'active': True, 'result': {'OWNER_TYPE_ID': '2', 'OWNER_ID': 206545, 'CREATED': '2022-04-18T04:25:54Z', 'COMPANY_ID': 102085, 'OWNER_NAME': '206545 ООО Мега', 'phone': []}}
[2022-05-01 10:10:05,815] I {'message': 'Активность успешно сохранена', 'id_activity': '2836019', 'active': True, 'result': {'OWNER_TYPE_ID': '2', 'OWNER_ID': 183661, 'CREATED': '2022-04-18T03:19:25Z', 'COMPANY_ID': 77561, 'OWNER_NAME': '183661 МБДОУ "Детский сад №218" (Инд р)', 'phone': []}}
[2022-05-01 12:00:05,563] I {'message': 'Активность успешно сохранена', 'id_activity': '2764283', 'active': True, 'result': {'OWNER_TYPE_ID': '4', 'OWNER_ID': 17691, 'CREATED': '2022-03-22T10:06:26Z', 'COMPANY_ID': 17691, 'OWNER_NAME': 'СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ "ЛЕСНОЙ"', 'phone': []}}
[2022-05-01 12:00:06,715] I {'message': 'Активность успешно сохранена', 'id_activity': '2766505', 'active': True, 'result': {'OWNER_TYPE_ID': '4', 'OWNER_ID': 45461, 'CREATED': '2022-03-23T05:41:13Z', 'COMPANY_ID': 45461, 'OWNER_NAME': 'Оскар торговый комплекс', 'phone': []}}
[2022-05-01 14:51:03,467] I {'message': 'Активность успешно сохранена', 'id_activity': '2868143', 'active': True, 'result': {'OWNER_TYPE_ID': '2', 'OWNER_ID': 223353, 'CREATED': '2022-04-28T02:35:30Z', 'COMPANY_ID': 2651, 'OWNER_NAME': '213759 Государственное автономное учреждение Новосибирской области «Дирекция спортивных мероприятий»', 'phone': []}}
[2022-05-02 01:00:09,919] I {'message': 'Активность успешно сохранена', 'id_activity': '2835565', 'active': True, 'result': {'OWNER_TYPE_ID': '2', 'OWNER_ID': 216079, 'CREATED': '2022-04-18T02:29:02Z', 'COMPANY_ID': 105127, 'OWNER_NAME': '216079 АО "Братский Завод Металлоконструкций"', 'phone': []}}
[2022-05-02 04:44:59,664] I {'message': 'Активность успешно сохранена', 'id_activity': '2761917', 'active': True, 'result': {'OWNER_TYPE_ID': '2', 'OWNER_ID': 210083, 'CREATED': '2022-03-22T04:44:57Z', 'COMPANY_ID': 24143, 'OWNER_NAME': '208955 Муниципальное бюджетное дошкольное образовательное учреждение «Колыванский детский сад «Светлячок» (ОПР) (Копия)', 'phone': []}}
[2022-05-02 04:46:05,234] I {'message': 'Активность успешно сохранена', 'id_activity': '2761925', 'active': True, 'result': {'OWNER_TYPE_ID': '2', 'OWNER_ID': 210041, 'CREATED': '2022-03-22T04:46:02Z', 'COMPANY_ID': 4311, 'OWNER_NAME': '188739 ООО Основа (Копия)', 'phone': []}}
[2022-05-02 07:34:32,381] I {'message': 'Активность успешно сохранена', 'id_activity': '2873487', 'active': True, 'result': {'OWNER_TYPE_ID': '3', 'OWNER_ID': 89325, 'CREATED': '2022-04-29T05:02:14Z', 'COMPANY_ID': 95803, 'OWNER_NAME': 'Воропаев Сергей', 'phone': []}}
[2022-05-02 15:58:48,125] I {'message': 'Активность успешно сохранена', 'id_activity': 1359079, 'active': True, 'result': {'OWNER_TYPE_ID': '4', 'OWNER_ID': 57805, 'CREATED': '2020-09-11T03:19:21Z', 'COMPANY_ID': 57805, 'OWNER_NAME': 'Индивидуальный предприниматель Коржова Анастасия Юрьевна', 'phone': []}}
[2022-05-02 16:01:45,747] I {'message': 'Активность успешно сохранена', 'id_activity': '2561291', 'active': True, 'result': {'OWNER_TYPE_ID': '2', 'OWNER_ID': 181115, 'CREATED': '2021-12-13T03:34:58Z', 'COMPANY_ID': 57319, 'OWNER_NAME': '181115 СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ "НАГОРНОВСКИЙ"', 'phone': []}}
[2022-05-02 16:01:46,662] I {'message': 'Активность успешно сохранена', 'id_activity': '2561291', 'active': True, 'result': {'OWNER_TYPE_ID': '2', 'OWNER_ID': 181115, 'CREATED': '2021-12-13T03:34:58Z', 'COMPANY_ID': 57319, 'OWNER_NAME': '181115 СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ "НАГОРНОВСКИЙ"', 'phone': []}}
[2022-05-02 16:02:15,395] I {'message': 'Активность успешно сохранена', 'id_activity': '2561291', 'active': True, 'result': {'OWNER_TYPE_ID': '2', 'OWNER_ID': 181115, 'CREATED': '2021-12-13T03:34:58Z', 'COMPANY_ID': 57319, 'OWNER_NAME': '181115 СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ "НАГОРНОВСКИЙ"', 'phone': []}}
[2022-05-02 16:03:08,409] I {'message': 'Активность успешно сохранена', 'id_activity': '2561291', 'active': True, 'result': {'OWNER_TYPE_ID': '2', 'OWNER_ID': 181115, 'CREATED': '2021-12-13T03:34:58Z', 'COMPANY_ID': 57319, 'OWNER_NAME': '181115 СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ "НАГОРНОВСКИЙ"', 'phone': []}}
[2022-05-02 16:03:50,731] I {'message': 'Активность успешно сохранена', 'id_activity': 1359079, 'active': True, 'result': {'OWNER_TYPE_ID': '4', 'OWNER_ID': 57805, 'CREATED': '2020-09-11T03:19:21Z', 'COMPANY_ID': 57805, 'OWNER_NAME': 'Индивидуальный предприниматель Коржова Анастасия Юрьевна', 'phone': []}}
[2022-05-02 16:03:58,403] I {'message': 'Активность успешно сохранена', 'id_activity': 1359079, 'active': True, 'result': {'OWNER_TYPE_ID': '4', 'OWNER_ID': 57805, 'CREATED': '2020-09-11T03:19:21Z', 'COMPANY_ID': 57805, 'OWNER_NAME': 'Индивидуальный предприниматель Коржова Анастасия Юрьевна', 'phone': []}}
[2022-05-02 16:04:00,302] I {'message': 'Активность успешно сохранена', 'id_activity': 1359079, 'active': True, 'result': {'OWNER_TYPE_ID': '4', 'OWNER_ID': 57805, 'CREATED': '2020-09-11T03:19:21Z', 'COMPANY_ID': 57805, 'OWNER_NAME': 'Индивидуальный предприниматель Коржова Анастасия Юрьевна', 'phone': []}}
[2022-05-02 16:04:01,816] I {'message': 'Активность успешно сохранена', 'id_activity': 1359079, 'active': True, 'result': {'OWNER_TYPE_ID': '4', 'OWNER_ID': 57805, 'CREATED': '2020-09-11T03:19:21Z', 'COMPANY_ID': 57805, 'OWNER_NAME': 'Индивидуальный предприниматель Коржова Анастасия Юрьевна', 'phone': []}}
[2022-05-02 16:08:23,686] I {'message': 'Активность успешно сохранена', 'id_activity': '2759497', 'active': True, 'result': {'OWNER_TYPE_ID': '2', 'OWNER_ID': 209799, 'CREATED': '2022-03-21T08:38:04Z', 'COMPANY_ID': 21507, 'OWNER_NAME': '209799 ООО "Омсквинпром"', 'phone': []}}
[2022-05-02 16:08:24,645] I {'message': 'Активность успешно сохранена', 'id_activity': '2759497', 'active': True, 'result': {'OWNER_TYPE_ID': '2', 'OWNER_ID': 209799, 'CREATED': '2022-03-21T08:38:04Z', 'COMPANY_ID': 21507, 'OWNER_NAME': '209799 ООО "Омсквинпром"', 'phone': []}}
[2022-05-02 16:08:51,509] I {'message': 'Активность успешно сохранена', 'id_activity': '2759497', 'active': True, 'result': {'OWNER_TYPE_ID': '2', 'OWNER_ID': 209799, 'CREATED': '2022-03-21T08:38:04Z', 'COMPANY_ID': 21507, 'OWNER_NAME': '209799 ООО "Омсквинпром"', 'phone': []}}
[2022-05-02 16:09:38,381] I {'message': 'Активность успешно сохранена', 'id_activity': '2759497', 'active': True, 'result': {'OWNER_TYPE_ID': '2', 'OWNER_ID': 209799, 'CREATED': '2022-03-21T08:38:04Z', 'COMPANY_ID': 21507, 'OWNER_NAME': '209799 ООО "Омсквинпром"', 'phone': []}}
[2022-05-02 16:15:01,192] I {'message': 'Активность успешно сохранена', 'id_activity': '2839807', 'active': True, 'result': {'OWNER_TYPE_ID': '2', 'OWNER_ID': 220459, 'CREATED': '2022-04-18T11:54:01Z', 'COMPANY_ID': 12307, 'OWNER_NAME': '220459 Общество с ограниченной ответственностью «Омский судоремонтно-судостроительный завод» (сокращенное наименование ООО «Омский ССРЗ»)', 'phone': []}}
[2022-05-02 16:15:02,092] I {'message': 'Активность успешно сохранена', 'id_activity': '2839807', 'active': True, 'result': {'OWNER_TYPE_ID': '2', 'OWNER_ID': 220459, 'CREATED': '2022-04-18T11:54:01Z', 'COMPANY_ID': 12307, 'OWNER_NAME': '220459 Общество с ограниченной ответственностью «Омский судоремонтно-судостроительный завод» (сокращенное наименование ООО «Омский ССРЗ»)', 'phone': []}}
[2022-05-02 16:15:23,898] I {'message': 'Активность успешно сохранена', 'id_activity': '2839807', 'active': True, 'result': {'OWNER_TYPE_ID': '2', 'OWNER_ID': 220459, 'CREATED': '2022-04-18T11:54:01Z', 'COMPANY_ID': 12307, 'OWNER_NAME': '220459 Общество с ограниченной ответственностью «Омский судоремонтно-судостроительный завод» (сокращенное наименование ООО «Омский ССРЗ»)', 'phone': []}}
[2022-05-02 16:16:18,533] I {'message': 'Активность успешно сохранена', 'id_activity': '2839807', 'active': True, 'result': {'OWNER_TYPE_ID': '2', 'OWNER_ID': 220459, 'CREATED': '2022-04-18T11:54:01Z', 'COMPANY_ID': 12307, 'OWNER_NAME': '220459 Общество с ограниченной ответственностью «Омский судоремонтно-судостроительный завод» (сокращенное наименование ООО «Омский ССРЗ»)', 'phone': []}}
[2022-05-02 16:22:04,428] I {'message': 'Активность успешно сохранена', 'id_activity': '2514175', 'active': True, 'result': {'OWNER_TYPE_ID': '2', 'OWNER_ID': 125183, 'CREATED': '2021-11-22T09:20:04Z', 'COMPANY_ID': 55333, 'OWNER_NAME': '125183 ФЛ ОМСКИЙ ООО "АЗИЯ АВТО УСТЬ-КАМЕНОГОРСК"', 'phone': []}}
[2022-05-02 16:22:05,105] I {'message': 'Активность успешно сохранена', 'id_activity': '2514175', 'active': True, 'result': {'OWNER_TYPE_ID': '2', 'OWNER_ID': 125183, 'CREATED': '2021-11-22T09:20:04Z', 'COMPANY_ID': 55333, 'OWNER_NAME': '125183 ФЛ ОМСКИЙ ООО "АЗИЯ АВТО УСТЬ-КАМЕНОГОРСК"', 'phone': []}}
[2022-05-02 16:22:46,274] I {'message': 'Активность успешно сохранена', 'id_activity': '2514175', 'active': True, 'result': {'OWNER_TYPE_ID': '2', 'OWNER_ID': 125183, 'CREATED': '2021-11-22T09:20:04Z', 'COMPANY_ID': 55333, 'OWNER_NAME': '125183 ФЛ ОМСКИЙ ООО "АЗИЯ АВТО УСТЬ-КАМЕНОГОРСК"', 'phone': []}}
